Rank;Player Tag;Player Name;Total Earnings;Country;Primary Game;Game Earnings;Earnings Percentage;Player Profile Link;Title;Name;Date of Birth;Age;Country Ranking;Total Prize Money Earned;Alternate IDs;Player;Total_2023;Total_2022;Total_2021;Total_2020;Total_2019;Total_2018;Total_2017;Total_2016;Total_2015;Total_2014;Total_2013;Total_2012;Total_2011;Total_2010;Total_2009;Total_2008;Total_2007;Total_2006;Total_2005;Total_2004;Total_2003;Total_2002;Total_2001
25;fy;Xu, Linsen;$3,104,045.98;China;Dota 2;$3,104,045.98;100.00%;https://www.esportsearnings.com/players/4033-fy-xu-linsen;"Xu ""fy"" Linsen - Dota 2 Player";Xu, Linsen(徐林森);February 12, 1995;28;#5;$3,104,045.98From 105 Tournaments;fy, VG.fy.天喔, Yxy;fy Xu, Linsen;0;0;$140,277.84;$81,614.92;$681,941.20;$1,091,935.92;$61,915.45;$106,763.17;$499,214.36;$380,809.65;0;0;0;0;0;0;0;0;0;0;0;0;0
26;UNiVeRsE;Saahil Arora;$3,057,237.67;United States;Dota 2;$3,057,237.67;100.00%;https://www.esportsearnings.com/players/2615-universe-saahil-arora;"Saahil ""UNiVeRsE"" Arora - Dota 2 Player";Saahil Arora;October 11, 1989;34;#2;$3,057,237.67From 95 Tournaments;dignitas.Universe, EG.Universe, UNiVeRsE;UNiVeRsE Saahil Arora;0;0;0;0;0;$95,934.20;$229,795.00;$654,797.00;$1,730,083.34;$312,093.63;0;0;$4,166.67;0;0;0;0;0;0;0;0;0;0
26;UNiVeRsE;Saahil Arora;$3,057,237.67;United States;Dota 2;$3,057,237.67;100.00%;https://www.esportsearnings.com/players/2615-universe-saahil-arora;"Saahil ""UNiVeRsE"" Arora - Dota 2 Player";Saahil Arora;October 11, 1989;34;#2;$3,057,237.67From 95 Tournaments;dignitas.Universe, EG.Universe, UNiVeRsE;UNiVeRsE Saahil Arora;0;0;0;0;0;$95,934.20;$229,795.00;$654,797.00;$1,730,083.34;$312,093.63;0;0;$4,166.67;0;0;0;0;0;0;0;0;0;0
27;ppd;Peter Dager;$3,029,331.36;United States;Dota 2;$3,001,619.62;99.09%;https://www.esportsearnings.com/players/5194-ppd-peter-dager;"Peter ""ppd"" Dager - Dota 2 Player";Peter Dager;November 2, 1991;32;#3;$3,029,331.36From 96 Tournaments;EG.PPD, OpTic.Peterpandam, OpTic.PPD, peterpandam, ppd;ppd Peter Dager;0;0;0;0;$119,365.00;$251,480.80;0;$557,969.60;$1,730,083.34;$313,093.63;0;$9,666.67;0;0;0;0;0;0;0;0;0;0;0
27;ppd;Peter Dager;$3,029,331.36;United States;Dota 2;$3,001,619.62;99.09%;https://www.esportsearnings.com/players/5194-ppd-peter-dager;"Peter ""ppd"" Dager - Dota 2 Player";Peter Dager;November 2, 1991;32;#3;$3,029,331.36From 96 Tournaments;EG.PPD, OpTic.Peterpandam, OpTic.PPD, peterpandam, ppd;ppd Peter Dager;0;0;0;0;$119,365.00;$251,480.80;0;$557,969.60;$1,730,083.34;$313,093.63;0;$9,666.67;0;0;0;0;0;0;0;0;0;0;0
28;Nisha;Michał Jankowski;$2,945,537.28;Poland;Dota 2;$2,945,537.28;100.00%;https://www.esportsearnings.com/players/17765-nisha-michal-jankowski;"Michał ""Nisha"" Jankowski - Dota 2 Player";Michał Jankowski;September 28, 2000;23;#1;$2,945,537.28From 78 Tournaments;Nisha;Nisha Michał Jankowski;$661,985.00;$603,098.57;$746,600.00;$203,588.00;$624,960.80;$86,006.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;Nisha;Michał Jankowski;$2,945,537.28;Poland;Dota 2;$2,945,537.28;100.00%;https://www.esportsearnings.com/players/17765-nisha-michal-jankowski;"Michał ""Nisha"" Jankowski - Dota 2 Player";Michał Jankowski;September 28, 2000;23;#1;$2,945,537.28From 78 Tournaments;Nisha;Nisha Michał Jankowski;$661,985.00;$603,098.57;$746,600.00;$203,588.00;$624,960.80;$86,006.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;Fly;Tal Aizik;$2,817,650.66;Israel;Dota 2;$2,800,235.76;99.38%;https://www.esportsearnings.com/players/3305-fly-tal-aizik;"Tal ""Fly"" Aizik - Dota 2 Player";Tal Aizik(טל אייזיק);March 9, 1993;30;#1;$2,817,650.66From 137 Tournaments;Bot, Fly, FlyMyShnekel, Simbaaa, SimbaaaCharlie, [MSI] Fly;Fly Tal Aizik;$123,552.20;0;$211,680.00;0;$351,310.40;$618,375.80;$402,042.40;$583,028.80;$292,596.67;$52,713.73;$24,986.90;$11,015.14;$10,011.21;0;0;0;0;0;0;0;0;0;0
29;Fly;Tal Aizik;$2,817,650.66;Israel;Dota 2;$2,800,235.76;99.38%;https://www.esportsearnings.com/players/3305-fly-tal-aizik;"Tal ""Fly"" Aizik - Dota 2 Player";Tal Aizik(טל אייזיק);March 9, 1993;30;#1;$2,817,650.66From 137 Tournaments;Bot, Fly, FlyMyShnekel, Simbaaa, SimbaaaCharlie, [MSI] Fly;Fly Tal Aizik;$123,552.20;0;$211,680.00;0;$351,310.40;$618,375.80;$402,042.40;$583,028.80;$292,596.67;$52,713.73;$24,986.90;$11,015.14;$10,011.21;0;0;0;0;0;0;0;0;0;0
30;s4;Gustav Magnusson;$2,749,194.70;Sweden;Dota 2;$2,744,135.93;99.82%;https://www.esportsearnings.com/players/3524-s4-gustav-magnusson;"Gustav ""s4"" Magnusson - Dota 2 Player";Gustav Magnusson;April 1, 1992;31;#2;$2,749,194.70From 143 Tournaments;s4, TTB|s4, [A]s4;s4 Gustav Magnusson;0;0;$182,680.00;0;$320,400.40;$605,375.80;$422,042.40;$342,280.00;$390,858.82;$97,541.19;$320,987.46;0;$4,998.77;0;0;0;0;0;0;0;0;0;0
30;s4;Gustav Magnusson;$2,749,194.70;Sweden;Dota 2;$2,744,135.93;99.82%;https://www.esportsearnings.com/players/3524-s4-gustav-magnusson;"Gustav ""s4"" Magnusson - Dota 2 Player";Gustav Magnusson;April 1, 1992;31;#2;$2,749,194.70From 143 Tournaments;s4, TTB|s4, [A]s4;s4 Gustav Magnusson;0;0;$182,680.00;0;$320,400.40;$605,375.80;$422,042.40;$342,280.00;$390,858.82;$97,541.19;$320,987.46;0;$4,998.77;0;0;0;0;0;0;0;0;0;0
31;Arteezy;Artour Babaev;$2,690,869.91;Canada;Dota 2;$2,690,869.91;100.00%;https://www.esportsearnings.com/players/4028-arteezy-artour-babaev;"Artour ""Arteezy"" Babaev - Dota 2 Player";Artour Babaev;July 1, 1996;27;#1;$2,690,869.91From 123 Tournaments;A-God, Allison, Aomine, Arteezy, EG.Arteezy <3 GIRLS ON THE RICH, JUST RTZ, Mary Day, Pablo, RTZ, RTZ 1, RTZ YB;Arteezy Artour Babaev;$123,552.20;$98,122.40;$211,680.00;0;$352,310.40;$652,575.80;$234,295.00;$248,387.80;$389,362.42;$313,093.63;$16,390.27;0;0;0;0;0;0;0;0;0;0;0;0
31;Arteezy;Artour Babaev;$2,690,869.91;Canada;Dota 2;$2,690,869.91;100.00%;https://www.esportsearnings.com/players/4028-arteezy-artour-babaev;"Artour ""Arteezy"" Babaev - Dota 2 Player";Artour Babaev;July 1, 1996;27;#1;$2,690,869.91From 123 Tournaments;A-God, Allison, Aomine, Arteezy, EG.Arteezy <3 GIRLS ON THE RICH, JUST RTZ, Mary Day, Pablo, RTZ, RTZ 1, RTZ YB;Arteezy Artour Babaev;$123,552.20;$98,122.40;$211,680.00;0;$352,310.40;$652,575.80;$234,295.00;$248,387.80;$389,362.42;$313,093.63;$16,390.27;0;0;0;0;0;0;0;0;0;0;0;0
32;Fear;Clinton Loomis;$2,564,313.19;United States;Dota 2;$2,562,957.34;99.95%;https://www.esportsearnings.com/players/2610-fear-clinton-loomis;"Clinton ""Fear"" Loomis - Dota 2 Player";Clinton Loomis;February 19, 1988;35;#4;$2,564,313.19From 101 Tournaments;EG.Fear, Fear, MYM|Fear;Fear Clinton Loomis;0;0;0;0;0;$81,500.00;0;$557,969.60;$1,730,083.34;$78,712.09;0;0;$4,324.33;0;0;0;0;0;0;0;0;0;0
32;Fear;Clinton Loomis;$2,564,313.19;United States;Dota 2;$2,562,957.34;99.95%;https://www.esportsearnings.com/players/2610-fear-clinton-loomis;"Clinton ""Fear"" Loomis - Dota 2 Player";Clinton Loomis;February 19, 1988;35;#4;$2,564,313.19From 101 Tournaments;EG.Fear, Fear, MYM|Fear;Fear Clinton Loomis;0;0;0;0;0;$81,500.00;0;$557,969.60;$1,730,083.34;$78,712.09;0;0;$4,324.33;0;0;0;0;0;0;0;0;0;0
33;KaKa;Hu, Liangzhi;$2,548,664.19;China;Dota 2;$2,548,664.19;100.00%;https://www.esportsearnings.com/players/10080-kaka-hu-liangzhi;"Hu ""KaKa"" Liangzhi - Dota 2 Player";Hu, Liangzhi(胡良智);November 7, 1992;31;#6;$2,548,664.19From 106 Tournaments;KaKa;KaKa Hu, Liangzhi;$111,000.00;$104,786.20;$541,116.40;$56,916.33;$236,166.94;$136,229.40;$945,805.69;$314,961.00;$100,841.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;KaKa;Hu, Liangzhi;$2,548,664.19;China;Dota 2;$2,548,664.19;100.00%;https://www.esportsearnings.com/players/10080-kaka-hu-liangzhi;"Hu ""KaKa"" Liangzhi - Dota 2 Player";Hu, Liangzhi(胡良智);November 7, 1992;31;#6;$2,548,664.19From 106 Tournaments;KaKa;KaKa Hu, Liangzhi;$111,000.00;$104,786.20;$541,116.40;$56,916.33;$236,166.94;$136,229.40;$945,805.69;$314,961.00;$100,841.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;Cr1t;Andreas Nielsen;$2,459,282.91;Denmark;Dota 2;$2,459,282.91;100.00%;https://www.esportsearnings.com/players/9515-cr1t-andreas-nielsen;"Andreas ""Cr1t"" Nielsen - Dota 2 Player";Andreas Franck Nielsen;July 13, 1996;27;#2;$2,459,282.91From 100 Tournaments;Cr1t;Cr1t Andreas Nielsen;$141,302.20;$98,122.40;$211,680.00;0;$352,310.40;$648,575.80;$232,795.00;$471,170.00;$248,165.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;Cr1t;Andreas Nielsen;$2,459,282.91;Denmark;Dota 2;$2,459,282.91;100.00%;https://www.esportsearnings.com/players/9515-cr1t-andreas-nielsen;"Andreas ""Cr1t"" Nielsen - Dota 2 Player";Andreas Franck Nielsen;July 13, 1996;27;#2;$2,459,282.91From 100 Tournaments;Cr1t;Cr1t Andreas Nielsen;$141,302.20;$98,122.40;$211,680.00;0;$352,310.40;$648,575.80;$232,795.00;$471,170.00;$248,165.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;33;Neta Shapira;$2,426,256.50;Israel;Dota 2;$2,426,256.50;100.00%;https://www.esportsearnings.com/players/15708-33-neta-shapira;"Neta ""33"" Shapira - Dota 2 Player";Neta Shapira(נטע שפירא);April 17, 1997;26;#2;$2,426,256.50From 83 Tournaments;OpTic.33, TheCoon;33 Neta Shapira;$136,390.30;$1,748,265.60;0;0;$150,065.00;$237,759.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;33;Neta Shapira;$2,426,256.50;Israel;Dota 2;$2,426,256.50;100.00%;https://www.esportsearnings.com/players/15708-33-neta-shapira;"Neta ""33"" Shapira - Dota 2 Player";Neta Shapira(נטע שפירא);April 17, 1997;26;#2;$2,426,256.50From 83 Tournaments;OpTic.33, TheCoon;33 Neta Shapira;$136,390.30;$1,748,265.60;0;0;$150,065.00;$237,759.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;Sneyking;Wu, Jingjun;$2,414,383.32;United States;Dota 2;$2,413,383.32;99.96%;https://www.esportsearnings.com/players/3254-sneyking-wu-jingjun;"Wu ""Sneyking"" Jingjun - Dota 2 Player";Wu, Jingjun(伍敬俊);May 3, 1995;28;#5;$2,414,383.32From 97 Tournaments;dignitas.@SneyKingDota2#, PB.Sneyking, Sneyking;Sneyking Wu, Jingjun;$154,140.30;$1,778,265.60;0;0;$164,120.40;$202,589.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;Sneyking;Wu, Jingjun;$2,414,383.32;United States;Dota 2;$2,413,383.32;99.96%;https://www.esportsearnings.com/players/3254-sneyking-wu-jingjun;"Wu ""Sneyking"" Jingjun - Dota 2 Player";Wu, Jingjun(伍敬俊);May 3, 1995;28;#5;$2,414,383.32From 97 Tournaments;dignitas.@SneyKingDota2#, PB.Sneyking, Sneyking;Sneyking Wu, Jingjun;$154,140.30;$1,778,265.60;0;0;$164,120.40;$202,589.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;YapzOr;Yazied Jaradat;$2,297,190.64;Jordan;Dota 2;$2,297,190.64;100.00%;https://www.esportsearnings.com/players/14672-yapzor-yazied-jaradat;"Yazied ""YapzOr"" Jaradat - Dota 2 Player";Yazied Jaradat(يزيد جرادات);October 17, 1994;29;#2;$2,297,190.64From 67 Tournaments;Secret.YapzOr, YapzOr;YapzOr Yazied Jaradat;0;0;$746,600.00;$203,588.00;$620,960.80;$419,356.27;$246,963.80;$39,427.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;YapzOr;Yazied Jaradat;$2,297,190.64;Jordan;Dota 2;$2,297,190.64;100.00%;https://www.esportsearnings.com/players/14672-yapzor-yazied-jaradat;"Yazied ""YapzOr"" Jaradat - Dota 2 Player";Yazied Jaradat(يزيد جرادات);October 17, 1994;29;#2;$2,297,190.64From 67 Tournaments;Secret.YapzOr, YapzOr;YapzOr Yazied Jaradat;0;0;$746,600.00;$203,588.00;$620,960.80;$419,356.27;$246,963.80;$39,427.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;w33;Aliwi Omar;$2,294,325.43;Romania;Dota 2;$2,294,325.43;100.00%;https://www.esportsearnings.com/players/13080-w33-aliwi-omar;"Aliwi ""w33"" Omar - Dota 2 Player";Aliwi Omar(عليوي عمر);March 6, 1995;28;#1;$2,294,325.43From 70 Tournaments;DC.w33, w33, w33haa;w33 Aliwi Omar;0;0;0;$99,122.80;$936,081.60;0;$56,500.00;$982,899.00;$148,760.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;w33;Aliwi Omar;$2,294,325.43;Romania;Dota 2;$2,294,325.43;100.00%;https://www.esportsearnings.com/players/13080-w33-aliwi-omar;"Aliwi ""w33"" Omar - Dota 2 Player";Aliwi Omar(عليوي عمر);March 6, 1995;28;#1;$2,294,325.43From 70 Tournaments;DC.w33, w33, w33haa;w33 Aliwi Omar;0;0;0;$99,122.80;$936,081.60;0;$56,500.00;$982,899.00;$148,760.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;Aqua;David Wang;$2,192,075.23;Austria;Fortnite;$2,187,075.23;99.77%;https://www.esportsearnings.com/players/59528-aqua-david-wang;"David ""Aqua"" Wang - Fortnite Player";David Wang;July 1, 2002;21;#1;$2,192,075.23From 98 Tournaments;Aqua, aquathecheater, Aquav2, COOLER aqua;Aqua David Wang;0;$171,350.00;0;$115,808.00;$1,826,620.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;Aqua;David Wang;$2,192,075.23;Austria;Fortnite;$2,187,075.23;99.77%;https://www.esportsearnings.com/players/59528-aqua-david-wang;"David ""Aqua"" Wang - Fortnite Player";David Wang;July 1, 2002;21;#1;$2,192,075.23From 98 Tournaments;Aqua, aquathecheater, Aquav2, COOLER aqua;Aqua David Wang;0;$171,350.00;0;$115,808.00;$1,826,620.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;dupreeh;Peter Rasmussen;$2,190,664.40;Denmark;Counter-Strike: Global Offensive;$2,181,164.40;99.57%;https://www.esportsearnings.com/players/3883-dupreeh-peter-rasmussen;"Peter ""dupreeh"" Rasmussen - Counter-Strike 2 Player";Peter Rasmussen;March 26, 1993;30;#3;$2,190,664.40From 184 Tournaments;dupreeh;dupreeh Peter Rasmussen;$165,833.33;0;0;$114,600.00;$430,700.00;$729,550.00;$291,933.33;$163,190.43;$100,425.92;$18,524.76;0;0;0;0;0;0;0;0;0;0;0;0;0
40;dupreeh;Peter Rasmussen;$2,190,664.40;Denmark;Counter-Strike: Global Offensive;$2,181,164.40;99.57%;https://www.esportsearnings.com/players/3883-dupreeh-peter-rasmussen;"Peter ""dupreeh"" Rasmussen - Counter-Strike 2 Player";Peter Rasmussen;March 26, 1993;30;#3;$2,190,664.40From 184 Tournaments;dupreeh;dupreeh Peter Rasmussen;$165,833.33;0;0;$114,600.00;$430,700.00;$729,550.00;$291,933.33;$163,190.43;$100,425.92;$18,524.76;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Aui_2000;Kurtis Ling;$2,073,582.54;Canada;Dota 2;$2,073,582.54;100.00%;https://www.esportsearnings.com/players/3256-aui-2000-kurtis-ling;"Kurtis ""Aui_2000"" Ling - Dota 2 Player";Kurtis Ling;October 2, 1992;31;#2;$2,073,582.54From 89 Tournaments;Aui_2000, C9 Aui_2007, dignitas.@Aui_2000, dignitas.Aui_2000, EG.Aui_2000, PB.Aui_2000;Aui_2000 Kurtis Ling;0;0;0;0;0;0;$39,523.80;$46,532.80;$1,641,751.74;$215,791.69;$20,178.01;0;0;0;0;0;0;0;0;0;0;0;0
41;Aui_2000;Kurtis Ling;$2,073,582.54;Canada;Dota 2;$2,073,582.54;100.00%;https://www.esportsearnings.com/players/3256-aui-2000-kurtis-ling;"Kurtis ""Aui_2000"" Ling - Dota 2 Player";Kurtis Ling;October 2, 1992;31;#2;$2,073,582.54From 89 Tournaments;Aui_2000, C9 Aui_2007, dignitas.@Aui_2000, dignitas.Aui_2000, EG.Aui_2000, PB.Aui_2000;Aui_2000 Kurtis Ling;0;0;0;0;0;0;$39,523.80;$46,532.80;$1,641,751.74;$215,791.69;$20,178.01;0;0;0;0;0;0;0;0;0;0;0;0
42;Skiter;Oliver Lepko;$2,063,346.88;Slovakia;Dota 2;$2,063,346.88;100.00%;https://www.esportsearnings.com/players/24761-skiter-oliver-lepko;"Oliver ""Skiter"" Lepko - Dota 2 Player";Oliver Lepko;September 12, 1998;25;#1;$2,063,346.88From 75 Tournaments;oliver, Skiter, skiter.Oyasumi;Skiter Oliver Lepko;$154,140.30;$1,778,265.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;Skiter;Oliver Lepko;$2,063,346.88;Slovakia;Dota 2;$2,063,346.88;100.00%;https://www.esportsearnings.com/players/24761-skiter-oliver-lepko;"Oliver ""Skiter"" Lepko - Dota 2 Player";Oliver Lepko;September 12, 1998;25;#1;$2,063,346.88From 75 Tournaments;oliver, Skiter, skiter.Oyasumi;Skiter Oliver Lepko;$154,140.30;$1,778,265.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;Resolut1on;Roman Fominok;$2,062,483.45;Ukraine;Dota 2;$2,062,483.45;100.00%;https://www.esportsearnings.com/players/3946-resolut1on-roman-fominok;"Roman ""Resolut1on"" Fominok - Dota 2 Player";Roman Fominok(Роман Фомінок);September 2, 1996;27;#3;$2,062,483.45From 113 Tournaments;DC.Resolut1on, Resolut1on;Resolut1on Roman Fominok;0;$586,206.60;0;0;0;$226,812.80;$218,239.60;$759,557.82;$122,818.10;$47,472.25;0;0;0;0;0;0;0;0;0;0;0;0;0
43;Resolut1on;Roman Fominok;$2,062,483.45;Ukraine;Dota 2;$2,062,483.45;100.00%;https://www.esportsearnings.com/players/3946-resolut1on-roman-fominok;"Roman ""Resolut1on"" Fominok - Dota 2 Player";Roman Fominok(Роман Фомінок);September 2, 1996;27;#3;$2,062,483.45From 113 Tournaments;DC.Resolut1on, Resolut1on;Resolut1on Roman Fominok;0;$586,206.60;0;0;0;$226,812.80;$218,239.60;$759,557.82;$122,818.10;$47,472.25;0;0;0;0;0;0;0;0;0;0;0;0;0
44;RAMZES666;Roman Kushnarev;$2,055,666.28;Russian Federation;Dota 2;$2,055,666.28;100.00%;https://www.esportsearnings.com/players/16814-ramzes666-roman-kushnarev;"Roman ""RAMZES666"" Kushnarev - Dota 2 Player";Roman Kushnarev(Роман Кушнарев);April 25, 1999;24;#4;$2,055,666.28From 102 Tournaments;RAMZES666;RAMZES666 Roman Kushnarev;$240,513.80;0;0;0;$304,153.73;$843,291.60;$523,615.14;$64,873.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;RAMZES666;Roman Kushnarev;$2,055,666.28;Russian Federation;Dota 2;$2,055,666.28;100.00%;https://www.esportsearnings.com/players/16814-ramzes666-roman-kushnarev;"Roman ""RAMZES666"" Kushnarev - Dota 2 Player";Roman Kushnarev(Роман Кушнарев);April 25, 1999;24;#4;$2,055,666.28From 102 Tournaments;RAMZES666;RAMZES666 Roman Kushnarev;$240,513.80;0;0;0;$304,153.73;$843,291.60;$523,615.14;$64,873.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;xNova;Yap, Jian Wei;$2,055,585.72;Malaysia;Dota 2;$2,055,585.72;100.00%;https://www.esportsearnings.com/players/22207-xnova-yap-jian-wei;"Yap ""xNova"" Jian Wei - Dota 2 Player";Yap, Jian Wei(叶建暐);October 1, 1997;26;#1;$2,055,585.72From 64 Tournaments;xNova;xNova Yap, Jian Wei;0;$122,019.53;0;$77,723.24;$681,941.20;$1,091,935.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;xNova;Yap, Jian Wei;$2,055,585.72;Malaysia;Dota 2;$2,055,585.72;100.00%;https://www.esportsearnings.com/players/22207-xnova-yap-jian-wei;"Yap ""xNova"" Jian Wei - Dota 2 Player";Yap, Jian Wei(叶建暐);October 1, 1997;26;#1;$2,055,585.72From 64 Tournaments;xNova;xNova Yap, Jian Wei;0;$122,019.53;0;$77,723.24;$681,941.20;$1,091,935.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;Chalice;Yang, Shenyi;$2,039,422.22;China;Dota 2;$2,039,422.22;100.00%;https://www.esportsearnings.com/players/33561-chalice-yang-shenyi;"Yang ""Chalice"" Shenyi - Dota 2 Player";Yang, Shenyi(杨沈仪);August 16, 1998;25;#7;$2,039,422.22From 55 Tournaments;Chalice;Chalice Yang, Shenyi;0;$122,019.53;0;$77,723.24;$681,941.20;$1,091,935.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;Chalice;Yang, Shenyi;$2,039,422.22;China;Dota 2;$2,039,422.22;100.00%;https://www.esportsearnings.com/players/33561-chalice-yang-shenyi;"Yang ""Chalice"" Shenyi - Dota 2 Player";Yang, Shenyi(杨沈仪);August 16, 1998;25;#7;$2,039,422.22From 55 Tournaments;Chalice;Chalice Yang, Shenyi;0;$122,019.53;0;$77,723.24;$681,941.20;$1,091,935.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;Solo;Aleksey Berezin;$2,026,798.01;Russian Federation;Dota 2;$2,026,798.01;100.00%;https://www.esportsearnings.com/players/3773-solo-aleksey-berezin;"Aleksey ""Solo"" Berezin - Dota 2 Player";Aleksey Berezin(Алексей Березин);August 7, 1990;33;#5;$2,026,798.01From 114 Tournaments;BullsEye, RoX.KIS.Solo, Solo, SoloLineAbuse;Solo Aleksey Berezin;$226,113.80;0;0;0;$276,553.73;$843,291.60;$473,156.81;$61,178.40;$47,173.65;$18,934.00;0;0;0;0;0;0;0;0;0;0;0;0;0
47;Solo;Aleksey Berezin;$2,026,798.01;Russian Federation;Dota 2;$2,026,798.01;100.00%;https://www.esportsearnings.com/players/3773-solo-aleksey-berezin;"Aleksey ""Solo"" Berezin - Dota 2 Player";Aleksey Berezin(Алексей Березин);August 7, 1990;33;#5;$2,026,798.01From 114 Tournaments;BullsEye, RoX.KIS.Solo, Solo, SoloLineAbuse;Solo Aleksey Berezin;$226,113.80;0;0;0;$276,553.73;$843,291.60;$473,156.81;$61,178.40;$47,173.65;$18,934.00;0;0;0;0;0;0;0;0;0;0;0;0;0
48;Nine;Leon Kirilin;$2,020,260.94;Germany;Dota 2;$2,020,260.94;100.00%;https://www.esportsearnings.com/players/39770-nine-leon-kirilin;"Leon ""Nine"" Kirilin - Dota 2 Player";Leon Kirilin;May 11, 1998;25;#2;$2,020,260.94From 54 Tournaments;Nine;Nine Leon Kirilin;$131,390.30;$1,778,265.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;Nine;Leon Kirilin;$2,020,260.94;Germany;Dota 2;$2,020,260.94;100.00%;https://www.esportsearnings.com/players/39770-nine-leon-kirilin;"Leon ""Nine"" Kirilin - Dota 2 Player";Leon Kirilin;May 11, 1998;25;#2;$2,020,260.94From 54 Tournaments;Nine;Nine Leon Kirilin;$131,390.30;$1,778,265.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;iceice;Li, Peng;$2,005,164.63;China;Dota 2;$2,005,164.63;100.00%;https://www.esportsearnings.com/players/14238-iceice-li-peng;"Li ""iceice"" Peng - Dota 2 Player";Li, Peng(李鹏);August 6, 1995;28;#8;$2,005,164.63From 27 Tournaments;iceice, Wings.iceice;iceice Li, Peng;0;0;0;0;0;0;0;$1,923,676.32;$53,736.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;iceice;Li, Peng;$2,005,164.63;China;Dota 2;$2,005,164.63;100.00%;https://www.esportsearnings.com/players/14238-iceice-li-peng;"Li ""iceice"" Peng - Dota 2 Player";Li, Peng(李鹏);August 6, 1995;28;#8;$2,005,164.63From 27 Tournaments;iceice, Wings.iceice;iceice Li, Peng;0;0;0;0;0;0;0;$1,923,676.32;$53,736.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;Xyp9x;Andreas Højsleth;$2,002,954.96;Denmark;Counter-Strike: Global Offensive;$2,001,285.06;99.92%;https://www.esportsearnings.com/players/3679-xyp9x-andreas-hojsleth;"Andreas ""Xyp9x"" Højsleth - CS:GO Player";Andreas Højsleth;September 11, 1995;28;#4;$2,002,954.96From 199 Tournaments;Xyp9x;Xyp9x Andreas Højsleth;0;0;$91,858.33;$87,700.00;$431,100.00;$729,950.00;$291,933.33;$163,190.43;$100,925.92;$18,524.76;$8,565.85;0;0;0;0;0;0;0;0;0;0;0;0
50;Xyp9x;Andreas Højsleth;$2,002,954.96;Denmark;Counter-Strike: Global Offensive;$2,001,285.06;99.92%;https://www.esportsearnings.com/players/3679-xyp9x-andreas-hojsleth;"Andreas ""Xyp9x"" Højsleth - CS:GO Player";Andreas Højsleth;September 11, 1995;28;#4;$2,002,954.96From 199 Tournaments;Xyp9x;Xyp9x Andreas Højsleth;0;0;$91,858.33;$87,700.00;$431,100.00;$729,950.00;$291,933.33;$163,190.43;$100,925.92;$18,524.76;$8,565.85;0;0;0;0;0;0;0;0;0;0;0;0
51;dev1ce;Nicolai Reedtz;$1,994,654.30;Denmark;Counter-Strike: Global Offensive;$1,981,531.54;99.34%;https://www.esportsearnings.com/players/3885-dev1ce-nicolai-reedtz;"Nicolai ""dev1ce"" Reedtz - Counter-Strike 2 Player";Nicolai Reedtz;September 8, 1995;28;#5;$1,994,654.30From 174 Tournaments;dev1ce, device, devve;dev1ce Nicolai Reedtz;0;0;$101,108.33;$114,600.00;$427,700.00;$730,050.00;$261,933.33;$163,190.43;$99,825.92;$18,117.12;0;0;0;0;0;0;0;0;0;0;0;0;0
